time_s,biomass_gDW,glc__D_e,o2_e,nh4_e,pi_e,h_e,h2o_e,co2_e,ac_e,acald_e,akg_e,etoh_e,for_e,fru_e,fum_e,gln__L_e,glu__L_e,lac__D_e,mal__L_e,pyr_e,succ_e
1188.0,2.096952491852597,4.354620587421381,1.4328539239371727e-68,17.908328608407007,63.779276693028756,20.29332669053234,55495.41022512073,0.0,5.658286597054772,0.0,0.0,5.640661269402693,11.740959045796558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1190.0,2.0970659975172916,4.343103095845548,1.0990065232415253e-68,17.90700927519637,63.778386612504626,20.327864248722932,55495.40222075789,0.0,5.66787736323149,0.0,0.0,5.6504281305601,11.761052216880746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1192.0,2.097179402337453,4.331585327567885,8.429299442482476e-69,17.90568992801656,63.77749652255628,20.362402636861077,55495.394216155546,0.0,5.677468385709765,0.0,0.0,5.660195249883568,11.781145910220527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1194.0,2.0972927064594846,4.320067285011097,6.465104646159274e-69,17.904370567240647,63.776606423435396,20.39694184768288,55495.386211315126,0.0,5.687059662611714,0.0,0.0,5.669962625445418,11.801240121802351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1196.0,2.0974059100292224,4.308548970611804,4.958524999394032e-69,17.903051193244046,63.77571631539525,20.43148187388272,55495.37820623807,0.0,5.696651192048964,0.0,0.0,5.679730255307171,11.82133484759007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1198.0,2.097519013191933,4.297030386820701,3.802965039532178e-69,17.90173180640455,63.77482619869072,20.466022708112792,55495.37020092582,0.0,5.706242972122537,0.0,0.0,5.689498137519422,11.841430083524674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1200.0,2.097632016092315,4.285511536102716,2.9166548754296274e-69,17.900412407102337,63.77393607357829,20.500564342982603,55495.36219537983,0.0,5.715835000922719,0.0,0.0,5.699266270121715,11.861525825524039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1202.0,2.0977449188744974,4.273992420937175,2.2368694702526353e-69,17.89909299572003,63.773045940316095,20.535106771058505,55495.35418960156,0.0,5.725427276528945,0.0,0.0,5.7090346511424155,11.881622069482653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1204.0,2.09785772168204,4.262473043817964,1.7154937407628627e-69,17.897773572642688,63.77215579916391,20.569649984863187,55495.346183592475,0.0,5.735019797009672,0.0,0.0,5.718803278598584,11.901718811271351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1206.0,2.097970424657934,4.250953407253699,1.3156202084787984e-69,17.896454138257862,63.7712656503832,20.60419397687519,55495.33817735406,0.0,5.744612560422247,0.0,0.0,5.728572150495842,11.921816046737044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1208.0,2.098083027944599,4.239433513767891,1.0089388432042624e-69,17.895134692955605,63.77037549423711,20.63873873952839,55495.33017088779,0.0,5.754205564812788,0.0,0.0,5.738341264828245,11.941913771702444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1210.0,2.0981955316838863,4.227913365899121,7.737346806308269e-70,17.893815237128507,63.76948533099049,20.67328426521148,55495.32216419517,0.0,5.7637988082160465,0.0,0.0,5.748110619578143,11.962011981965777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1212.0,2.0983079360170755,4.216392966201208,5.933517195632202e-70,17.892495771171728,63.768595160909946,20.707830546267466,55495.31415727769,0.0,5.773392288655278,0.0,0.0,5.757880212716051,11.982110673300511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
